term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
SENTRYBOT;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[58].SENTRYBOT.@key | root.contents_alphabetical[42].SENTRYBOT.@key;;
SHADOW;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[40].SHADOW.@key | root.contents_alphabetical[43].SHADOW.@key;;
SHARUR;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[31].SHARUR.@key | root.contents_alphabetical[59].SHARUR.@key;;
SHELOB;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[14].SHELOB.@key | root.contents_alphabetical[44].SHELOB.@key;;
SHIELDS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[1].SHIELDS.@key | root.contents_alphabetical[60].SHIELDS.@key;;
SHILLELAGH;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[27].SHILLELAGH.@key | root.contents_alphabetical[61].SHILLELAGH.@key;;
SHOP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[29].SHOP.@key | root.contents_alphabetical[45].SHOP.@key;;
SHOPKEEPER;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[6].SHOPKEEPER.@key | root.contents_alphabetical[45].SHOPKEEPER.@key;;
SILVER & PIERCING AMMO;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[42].SILVER & PIERCING AMMO.@key | root.contents_alphabetical[62].SILVER & PIERCING AMMO.@key;;
SINK;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[30].SINK.@key | root.contents_alphabetical[46].SINK.@key;;
SKELETON;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[32].SKELETON.@key | root.contents_alphabetical[46].SKELETON.@key;;
SKELETON KEY;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[78].SKELETON KEY.@key | root.contents_alphabetical[63].SKELETON KEY.@key;;
SKILLS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[7].SKILLS.@key | root.contents_alphabetical[36].SKILLS.@key;;
SKRABBLAG;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[19].SKRABBLAG.@key | root.contents_alphabetical[47].SKRABBLAG.@key;;
SLIMES;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[63].SLIMES.@key | root.contents_alphabetical[48].SLIMES.@key;;
SLINGSHOT;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[36].SLINGSHOT.@key | root.contents_alphabetical[64].SLINGSHOT.@key;;
SLUDGE BALLS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[50].SLUDGE BALLS.@key;;
SNEAKING;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[14].SNEAKING.@key | root.contents_alphabetical[37].SNEAKING.@key;;
SOKOBAN;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[54].SOKOBAN.@key | root.contents_alphabetical[47].SOKOBAN.@key;;
SORCERY SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[48].SORCERY SKILL.@key | root.contents_alphabetical[38].SORCERY SKILL.@key;;
SOURCE FOCI;compendium_heading;2;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[3].SOURCE FOCI.@key | root.contents_alphabetical[21].SOURCE FOCI.@key;;
SPELLBOOK CASTING;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[20].SPELLBOOK CASTING.@key | root.contents_alphabetical[39].SPELLBOOK CASTING.@key;;
SPELLBOT;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[59].SPELLBOT.@key | root.contents_alphabetical[49].SPELLBOT.@key;;
SPHINX'S CASQUE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[8].SPHINX'S CASQUE.@key | root.contents_alphabetical[65].SPHINX'S CASQUE.@key;;
SPIDER;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[12].SPIDER.@key | root.contents_alphabetical[50].SPIDER.@key;;
SPIKE TRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[43].SPIKE TRAP.@key | root.contents_alphabetical[48].SPIKE TRAP.@key;;
STATS & METASTATS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[6].STATS & METASTATS.@key | root.contents_alphabetical[40].STATS & METASTATS.@key;;
STEALTH SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[45].STEALTH SKILL.@key | root.contents_alphabetical[41].STEALTH SKILL.@key;;
STEEL ARMOR;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[6].STEEL ARMOR.@key | root.contents_alphabetical[66].STEEL ARMOR.@key;;
STRAFE & BACKPEDAL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[18].STRAFE & BACKPEDAL.@key | root.contents_alphabetical[42].STRAFE & BACKPEDAL.@key;;
STRENGTH (STR);compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[26].STRENGTH (STR).@key | root.contents_alphabetical[43].STRENGTH (STR).@key;;
SUCCUBUS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[47].SUCCUBUS.@key | root.contents_alphabetical[52].SUCCUBUS.@key;;
SUCCUBUS CONSORTS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[49].SUCCUBUS CONSORTS.@key | root.contents_alphabetical[51].SUCCUBUS CONSORTS.@key;;
SUMMONING TRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[45].SUMMONING TRAP.@key | root.contents_alphabetical[49].SUMMONING TRAP.@key;;
SWAMPS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[21].SWAMPS.@key | root.contents_alphabetical[50].SWAMPS.@key;;
SWIFT & SPRINGSHOT AMMO;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[41].SWIFT & SPRINGSHOT AMMO.@key | root.contents_alphabetical[67].SWIFT & SPRINGSHOT AMMO.@key;;
SWORD SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[40].SWORD SKILL.@key | root.contents_alphabetical[44].SWORD SKILL.@key;;
SWORDS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[21].SWORDS.@key | root.contents_alphabetical[68].SWORDS.@key;;
TEAMWORK;compendium_heading;2;UI/system text;lang/compendium_lang/contents_achievements.json;root.contents[4].TEAMWORK.@key | root.contents_alphabetical[4].TEAMWORK.@key;;
TECHNIQUE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_achievements.json;root.contents[5].TECHNIQUE.@key | root.contents_alphabetical[5].TECHNIQUE.@key;;
TELEPORTATION TRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[86].TELEPORTATION TRAP.@key | root.contents_alphabetical[69].TELEPORTATION TRAP.@key;;
TEMPLE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[52].TEMPLE.@key | root.contents_alphabetical[51].TEMPLE.@key;;
TEMULTURGY;compendium_heading;2;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[17].TEMULTURGY.@key | root.contents_alphabetical[22].TEMULTURGY.@key;;
THAUMATURGY SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[50].THAUMATURGY SKILL.@key | root.contents_alphabetical[45].THAUMATURGY SKILL.@key;;
THE CHURCH;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[63].THE CHURCH.@key | root.contents_alphabetical[52].THE CHURCH.@key;;
THE MOLTEN THRONE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[15].THE MOLTEN THRONE.@key | root.contents_alphabetical[53].THE MOLTEN THRONE.@key;;
THE POTATO KING;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[3].THE POTATO KING.@key | root.contents_alphabetical[53].THE POTATO KING.@key;;
THROWN ATTACKS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[22].THROWN ATTACKS.@key | root.contents_alphabetical[46].THROWN ATTACKS.@key;;
THUMPUS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[17].THUMPUS.@key | root.contents_alphabetical[54].THUMPUS.@key;;
TIN & TIN OPENER;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[61].TIN & TIN OPENER.@key | root.contents_alphabetical[70].TIN & TIN OPENER.@key;;
TINKERED TRAPS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[85].TINKERED TRAPS.@key | root.contents_alphabetical[71].TINKERED TRAPS.@key;;
TINKERING KIT;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[74].TINKERING KIT.@key | root.contents_alphabetical[72].TINKERING KIT.@key;;
TINKERING SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[55].TINKERING SKILL.@key | root.contents_alphabetical[47].TINKERING SKILL.@key;;
TOMAHAWKS & DAGGERS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[46].TOMAHAWKS & DAGGERS.@key | root.contents_alphabetical[73].TOMAHAWKS & DAGGERS.@key;;
TOMALLEY;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[58].TOMALLEY.@key | root.contents_alphabetical[74].TOMALLEY.@key;;
TORCHES & LANTERNS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[70].TORCHES & LANTERNS.@key | root.contents_alphabetical[75].TORCHES & LANTERNS.@key;;
TOWEL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[72].TOWEL.@key | root.contents_alphabetical[76].TOWEL.@key;;
TRADING SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[53].TRADING SKILL.@key | root.contents_alphabetical[48].TRADING SKILL.@key;;
TRANSITION FLOOR;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[17].TRANSITION FLOOR.@key | root.contents_alphabetical[54].TRANSITION FLOOR.@key;;
TROLL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[16].TROLL.@key | root.contents_alphabetical[55].TROLL.@key;;
UNARMED SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[44].UNARMED SKILL.@key | root.contents_alphabetical[49].UNARMED SKILL.@key;;
UNDERWORLD;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[23].UNDERWORLD.@key | root.contents_alphabetical[55].UNDERWORLD.@key;;
VAMPIRE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[38].VAMPIRE.@key | root.contents_alphabetical[56].VAMPIRE.@key;;
WALL LOCKS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[4].WALL LOCKS.@key | root.contents_alphabetical[56].WALL LOCKS.@key;;
WANTED STATUS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[24].WANTED STATUS.@key | root.contents_alphabetical[50].WANTED STATUS.@key;;
WATER;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[64].WATER.@key | root.contents_alphabetical[77].WATER.@key;;
WEIGHT (WGT);compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[38].WEIGHT (WGT).@key | root.contents_alphabetical[51].WEIGHT (WGT).@key;;
WHIP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[34].WHIP.@key | root.contents_alphabetical[78].WHIP.@key;;
WORKBENCH;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[32].WORKBENCH.@key | root.contents_alphabetical[57].WORKBENCH.@key;;
WRAITH'S GOWN;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[12].WRAITH'S GOWN.@key | root.contents_alphabetical[79].WRAITH'S GOWN.@key;;
XYGGI;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[21].XYGGI.@key | root.contents_alphabetical[57].XYGGI.@key;;
alembic;item_name;2;UI/system text;lang/item_names.json;root.items.tool_alembic.name_identified | root.items.tool_alembic.name_unidentified;;
amber;item_name;1;UI/system text;lang/item_names.json;root.items.gem_amber.name_identified;;
amethyst;item_name;1;UI/system text;lang/item_names.json;root.items.gem_amethyst.name_identified;;
amulet;item_name;7;UI/system text;lang/item_names.json;root.items.amulet_sexchange.name_unidentified | root.items.amulet_lifesaving.name_unidentified | root.items.amulet_waterbreathing.name_unidentified | root.items.amulet_magicreflection.name_unidentified | root.items.amulet_strangulation.name_unidentified;;
amulet of burning resistance;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_burningresist.name_identified;;
amulet of life saving;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_lifesaving.name_identified;;
amulet of magic reflection;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_magicreflection.name_identified;;
amulet of olympic swimming;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_waterbreathing.name_identified;;
amulet of poison resistance;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_poisonresistance.name_identified;;
amulet of sex change;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_sexchange.name_identified;;
amulet of strangulation;item_name;1;UI/system text;lang/item_names.json;root.items.amulet_strangulation.name_identified;;
anelace;item_name;2;UI/system text;lang/item_names.json;root.items.anelace_sword.name_identified | root.items.anelace_sword.name_unidentified;;
apple;item_name;2;UI/system text;lang/item_names.json;root.items.food_apple.name_identified | root.items.food_apple.name_unidentified;;
apprentice's hood;item_name;1;UI/system text;lang/item_names.json;root.items.hat_hood_apprentice.name_identified;;
apron;item_name;1;UI/system text;lang/item_names.json;root.items.machinist_apron.name_unidentified;;
aquamarine;item_name;1;UI/system text;lang/item_names.json;root.items.gem_aquamarine.name_identified;;
arbalest;item_name;2;UI/system text;lang/item_names.json;root.items.heavy_crossbow.name_identified | root.items.heavy_crossbow.name_unidentified;;
archon scepter;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_scepter.name_identified;;
artifact boots;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_boots.name_unidentified;;
artifact breastpiece;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_breastpiece.name_unidentified;;
artifact cloak;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_cloak.name_unidentified;;
artifact gloves;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_gloves.name_unidentified;;
artifact helm;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_helm.name_unidentified;;
artifact visor;item_name;1;UI/system text;lang/item_names.json;root.items.mask_artifact_visor.name_unidentified;;
assassin's hood;item_name;1;UI/system text;lang/item_names.json;root.items.hat_hood_assassin.name_identified;;
backpack;item_name;2;UI/system text;lang/item_names.json;root.items.cloak_backpack.name_identified | root.items.cloak_backpack.name_unidentified;;
bandana;item_name;2;UI/system text;lang/item_names.json;root.items.hat_bandana.name_identified | root.items.hat_bandana.name_unidentified;;
bandit leather;item_name;2;UI/system text;lang/item_names.json;root.items.bandit_breastpiece.name_identified | root.items.bandit_breastpiece.name_unidentified;;
bandit mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_bandit.name_identified | root.items.mask_bandit.name_unidentified;;
bear hood;item_name;2;UI/system text;lang/item_names.json;root.items.hat_bear_hood.name_identified | root.items.hat_bear_hood.name_unidentified;;
beartrap;item_name;2;UI/system text;lang/item_names.json;root.items.tool_beartrap.name_identified | root.items.tool_beartrap.name_unidentified;;
bitter ration;item_name;1;UI/system text;lang/item_names.json;root.items.food_ration_bitter.name_identified;;
black cloak;item_name;2;UI/system text;lang/item_names.json;root.items.cloak_black.name_identified | root.items.cloak_black.name_unidentified;;
blackiron axe;item_name;2;UI/system text;lang/item_names.json;root.items.blackiron_axe.name_identified | root.items.blackiron_axe.name_unidentified;;
blackiron boots;item_name;2;UI/system text;lang/item_names.json;root.items.blackiron_boots.name_identified | root.items.blackiron_boots.name_unidentified;;
blackiron breastpiece;item_name;2;UI/system text;lang/item_names.json;root.items.blackiron_breastpiece.name_identified | root.items.blackiron_breastpiece.name_unidentified;;
blackiron crossbow;item_name;2;UI/system text;lang/item_names.json;root.items.blackiron_crossbow.name_identified | root.items.blackiron_crossbow.name_unidentified;;
